Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type
1029-csves/0.csv,50,UDP,TCP,,0.0,0.0,0.0,7.745,4.986,0.0,156,5928,2,259,40472,25,29,53,443,44005,53,44005,47613,1.0,1.0,1.0,37.25,52.0,105.25,not_mine
1029-csves/1.csv,236,TCP,UDP,,15.24775,58.4835,92.1645,15042.963,193.478,0.0,7907,149832,26,696,5509250,63,61,443,80,49678,443,80,1900,3.0,5.0,13.25,95.75,168.0,1869.5,not_mine
1030-csves/0.csv,112,TCP,UDP,,0.0,0.0,0.84825,646.778,70.084,0.0,4802,521957,68,959,4606662,54,54,443,123,80,443,123,80,1.0,1.0,3.0,32.0,48.0,127.0,not_mine
1030-csves/1.csv,110,TCP,UDP,,1.87625,120.83449999999999,149.68275,10670.551,225.28,0.0,534,1084,2,66,35357,51,41,443,123,80,443,123,5355,2.0,4.0,6.75,61.0,160.0,224.0,not_mine
1031-csves/0.csv,340,TCP,UDP,ICMP6,0.0,13.256,148.94625,20484.09,199.001,0.0,8330,216365,27,969,8075992,108,97,443,123,80,443,123,5355,1.0,4.0,5.0,32.0,128.0,192.0,not_mine
1031-csves/1.csv,25,UDP,TCP,,0.0,0.0,0.0,2.0,2.0,0.0,28,206,0,51,1445,11,16,53,443,123,53,123,57765,1.0,1.0,1.0,39.0,48.0,61.0,not_mine
1032-csves/0.csv,105,UDP,TCP,,0.0,8.78,167.091,7011.726,264.015,0.0,5321,123210,17,865,4604502,40,34,123,80,443,123,80,443,1.0,2.0,5.0,48.0,96.0,240.0,not_mine
1033-csves/0.csv,98,TCP,UDP,,90.10449999999999,92.161,225.28,13090.984,227.972,0.0,543,3012,2,182,99216,47,45,80,123,443,80,123,443,3.0,4.0,6.0,96.0,120.0,192.0,not_mine
1033-csves/1.csv,3313,UDP,TCP,ICMP,0.0,0.0,0.0,4720.798,136.896,0.0,3656,8571,20,51,187615,127,105,53,44457,59724,53,80,44457,1.0,1.0,1.0,39.0,52.0,54.0,not_mine
1034-csves/0.csv,505,TCP,UDP,,0.475,58.034,185.632,47378.7,298.303,0.0,22002,271437,73,461,10161735,247,247,443,53,123,443,53,123,7.0,12.0,21.0,269.0,1749.0,5265.0,not_mine
1034-csves/1.csv,601,UDP,TCP,,0.0,0.001,11.021,7699.017,131.0,0.0,7961,186500,38,605,4820343,279,295,443,53,123,53,443,123,1.0,2.0,11.0,48.0,126.0,1878.0,not_mine
1035-csves/0.csv,429,TCP,UDP,,0.0,0.0,3.005,4327.868,70.158,0.0,8096,318965,54,725,5873752,116,106,443,123,53,443,123,53,1.0,1.0,7.0,32.0,48.0,987.0,not_mine
1035-csves/1.csv,117,TCP,UDP,,57.953,64.0,90.113,7092.561,148.642,0.0,462,1301,3,53,24573,57,44,443,123,80,443,5355,123,2.0,3.0,4.0,84.0,96.0,160.0,not_mine
1036-csves/0.csv,88,TCP,UDP,,73.7295,104.2475,135.15825,9058.771999999999,195.094,0.0,438,1262,2,73,32269,41,39,443,123,80,443,123,80,3.0,5.0,6.0,100.0,144.0,248.0,not_mine
1036-csves/1.csv,136,TCP,UDP,,0.0,0.0,45.056,2297.934,77.959,0.0,5470,411769,60,849,4648264,51,48,443,123,80,443,123,80,1.0,1.0,3.0,32.0,48.0,96.0,not_mine
1037-csves/0.csv,366,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,366,3699,6,73,26760,184,184,53,43880,42285,53,43880,42285,1.0,1.0,1.0,36.0,49.0,96.75,not_mine
1037-csves/1.csv,1576,TCP,UDP,,0.0,10.878499999999999,85.94425,100119.10800000001,292.327,0.0,34520,389220,115,420,14517359,745,740,443,53,80,443,53,80,1.0,10.0,19.0,96.0,1706.0,5015.25,not_mine
1038-csves/0.csv,29,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,29,1110,1,75,2178,13,12,53,40524,59730,53,59730,42732,1.0,1.0,1.0,44.0,47.0,103.0,not_mine
1038-csves/1.csv,305,TCP,UDP,,0.0,0.001,53.161,9800.458999999999,165.889,0.0,7640,148536,25,726,5552490,68,63,443,123,80,443,123,80,1.0,2.0,9.0,32.0,60.0,696.0,not_mine
1039-csves/0.csv,67,TCP,UDP,,0.0,0.0,6.292,618.031,51.015,0.0,5225,364814,50,896,4685171,25,24,443,80,123,443,80,123,1.0,1.0,4.0,32.0,32.0,499.5,not_mine
1039-csves/1.csv,67,TCP,UDP,,0.0,3.005,89.98949999999999,3366.109,180.004,0.0,251,1020,1,95,23919,31,27,123,443,80,123,443,80,1.0,4.0,5.0,48.0,128.0,182.0,not_mine
1040-csves/0.csv,23,UDP,TCP,,0.0,0.0,0.006999999999999999,12.190999999999999,9.038,0.0,41,357,0,54,2236,11,11,123,443,53,123,443,53,1.0,1.0,3.0,48.0,48.0,96.0,not_mine
1040-csves/1.csv,196,UDP,TCP,,0.0,0.0,135.8795,9327.522,240.143,0.0,8008,172305,27,778,6237389,92,88,53,443,123,53,443,123,1.0,1.0,9.5,48.0,126.5,1751.75,not_mine
