Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type,Cryptocurrency
82,TCP,UDP,,2.9595,103.6315,135.19425,6709.539000000001,184.327,0.0,407,1266,2,72,29697,46,39,443,80.0,62387.0,443,5355.0,80.0,3.0,5.0,5.75,84.0,160.0,248.0,not_mine,Does not have
117,TCP,UDP,,57.953,64.0,90.113,7092.561,148.642,0.0,462,1301,3,53,24573,57,44,443,123.0,80.0,443,5355.0,123.0,2.0,3.0,4.0,84.0,96.0,160.0,not_mine,Does not have
94,TCP,UDP,,13.0955,135.167,168.51399999999995,10109.527999999998,298.685,0.0,9097,130835,30,537,4889118,39,37,443,80.0,46928.0,443,80.0,1900.0,4.0,4.0,11.75,128.0,184.0,2009.0,not_mine,Does not have
2,TCP,,,542.9590000000001,542.9590000000001,542.9590000000001,1085.9180000000001,542.9590000000001,542.9590000000001,34,63,0,126,4305,2,2,51085,14444.0,,51085,14444.0,,17.0,17.0,17.0,1416.25,2152.5,2888.75,mine,Monero
23,TCP,UDP,,74.752,104.204,135.168,2108.325,149.486,0.225,124,792,0,130,16222,15,13,80,443.0,32930.0,80,443.0,1900.0,3.5,4.0,6.0,96.0,128.0,251.5,not_mine,Does not have
214,TCP,UDP,,42.64,137.17399999999998,194.78775,27295.232999999997,290.01099999999997,0.0,3440,26226,11,284,977767,108,105,443,123.0,80.0,443,123.0,80.0,4.0,9.0,18.0,128.0,1441.0,4444.25,not_mine,Does not have
101,TCP,UDP,,0.0,0.0,0.1,358.3769999999999,46.888999999999996,0.0,5176,429046,60,886,4588331,48,47,443,80.0,53.0,443,80.0,53.0,1.0,1.0,3.0,32.0,32.0,120.0,not_mine,Does not have
45,TCP,UDP,,58.597,59.713,90.12899999999999,3173.684,149.77,0.0,192,775,1,77,14914,25,23,443,80.0,123.0,443,80.0,123.0,3.0,4.0,5.0,60.0,128.0,216.0,not_mine,Does not have
2,TCP,,,438.111,443.402,448.69300000000004,886.804,453.98400000000004,432.82,80,346,0,245,19655,2,2,3333,53058.0,,3333,53058.0,,38.5,40.0,41.5,5608.75,9827.5,14046.25,mine,Litecoin
4,TCP,,,2.94,139.08200000000002,274.32525000000004,552.7330000000002,274.569,0.0,330,1291,1,136,44973,2,2,56731,4444.0,,56731,4444.0,,1.75,78.5,159.25,215.5,3733.0,14760.75,mine,Etherium
2,TCP,,,296.6155,296.616,296.6165000000001,593.232,296.617,296.615,34,394,0,430,14636,2,2,3337,49875.0,,3337,49875.0,,17.0,17.0,17.0,3829.0,7318.0,10807.0,mine,Bitcash
2,TCP,,,297.11325,297.1135,297.11375,594.227,297.11400000000003,297.113,356,1306,1,136,48540,2,2,58839,4444.0,,58839,4444.0,,172.0,178.0,184.0,16037.5,24270.0,32502.5,mine,Etherium
131,TCP,UDP,ICMP6,1.8335,51.951,92.0905,7270.031000000001,148.192,0.0,6589,154220,22,860,5670810,61,31,443,80.0,0.0,443,1900.0,80.0,3.0,4.0,9.5,128.0,375.0,963.0,not_mine,Does not have
42,TCP,UDP,,21.47825,45.08,59.97425000000001,2126.258,109.988,0.0,190,1330,1,97,18513,24,23,443,123.0,46278.0,443,1900.0,123.0,2.0,4.0,4.0,64.0,128.0,184.0,not_mine,Does not have
14,TCP,,,8.632,22.0845,35.6485,470.182,114.682,3.92,289,1273,1,134,38914,2,2,56731,4444.0,,56731,4444.0,,7.75,15.5,21.0,582.75,1352.0,3328.5,mine,Etherium
2,TCP,,,283.70425,283.7045,283.70475,567.409,283.705,283.704,24,278,0,411,9884,2,2,3337,49875.0,,3337,49875.0,,12.0,12.0,12.0,2591.0,4942.0,7293.0,mine,Bitcash
110,TCP,UDP,,0.075,118.693,164.752,10891.264,271.724,0.0,712,2434,2,124,88564,53,46,443,123.0,80.0,443,123.0,80.0,2.0,6.0,7.0,48.0,154.0,255.0,not_mine,Does not have
31,UDP,TCP,ICMP6,0.0,0.0,0.387,12.576999999999998,3.003,0.0,93,1308,0,250,23341,17,21,443,53.0,0.0,53,34048.0,443.0,1.0,1.0,4.5,34.5,73.0,680.0,not_mine,Does not have
277,TCP,UDP,,0.0,40.125,65.553,10717.014,129.355,0.0,12967,301403,43,856,11108434,83,79,443,80.0,53.0,443,80.0,53.0,1.0,4.0,11.0,40.0,128.0,1630.0,not_mine,Does not have
130,TCP,UDP,,0.0,0.0,19.24075,1666.455,60.001999999999995,0.0,9210,715145,94,941,8673196,50,49,443,123.0,80.0,443,123.0,80.0,1.0,1.0,2.0,32.0,48.0,64.0,not_mine,Does not have
216,TCP,UDP,,30.36675,46.185,148.32325,16448.862,194.828,0.0,7392,142035,24,718,5311579,66,64,443,80.0,53.0,443,80.0,1900.0,4.0,7.0,15.0,96.0,280.0,2010.0,not_mine,Does not have
59,TCP,UDP,,102.976,103.552,112.376,5814.736999999999,148.395,0.0,304,1114,1,74,22678,32,32,443,80.0,60526.0,443,80.0,1900.0,4.0,5.0,6.0,128.0,160.0,248.0,not_mine,Does not have
2,TCP,,,541.172,541.172,541.172,1082.344,541.172,541.172,68,505,0,502,34170,2,2,3337,49875.0,,3337,49875.0,,34.0,34.0,34.0,8882.5,17085.0,25287.5,mine,Bitcash
2,TCP,,,298.259,298.259,298.259,596.518,298.259,298.259,353,1300,1,137,48492,2,2,4444,58780.0,,4444,58780.0,,170.75,176.5,182.25,16226.5,24246.0,32265.5,mine,Etherium
453,TCP,UDP,,0.0,45.108000000000004,68.012,19766.273,182.94099999999997,0.0,9395,166317,31,656,6171139,124,117,443,80.0,53.0,443,80.0,53.0,1.0,4.0,14.0,37.0,160.0,2469.0,not_mine,Does not have
39,TCP,UDP,,59.58,135.167,137.27949999999998,3792.2290000000003,156.466,0.022000000000000002,215,928,1,88,18950,25,22,443,80.0,47480.0,443,80.0,1900.0,4.0,4.0,5.0,80.0,128.0,216.0,not_mine,Does not have
4,TCP,,,189.96275,216.9985,244.02725,867.966,244.028,189.94099999999997,72,500,0,377,27144,3,3,3332,52636.0,52643.0,3332,52636.0,52643.0,15.25,17.5,20.25,463.0,6413.0,12736.0,mine,Bitcoin
2,TCP,,,555.5485,555.567,555.5855,1111.134,555.604,555.53,38,62,0,114,4365,2,2,51085,14444.0,,51085,14444.0,,19.0,19.0,19.0,1621.25,2182.5,2743.75,mine,Monero
66,TCP,UDP,,59.15875,66.0,75.77250000000002,4729.335000000001,149.507,0.085,269,954,1,69,18570,28,26,123,443.0,80.0,123,443.0,80.0,2.0,3.5,5.0,96.0,98.0,216.0,not_mine,Does not have
2,TCP,,,581.3445,581.345,581.3455,1162.69,581.346,581.344,88,450,0,372,32748,2,2,3333,53058.0,,3333,53058.0,,43.0,44.0,45.0,8859.0,16374.0,23889.0,mine,Litecoin
18,TCP,,,4.6825,10.177499999999998,50.67675,454.19,69.21600000000001,0.083,312,1396,1,136,42738,2,2,4444,58780.0,,4444,58780.0,,4.0,7.5,37.0,412.25,1171.5,1831.25,mine,Etherium
89,TCP,UDP,,0.0,0.0,0.23,447.838,45.794,0.0,5079,431736,59,899,4569928,46,44,443,123.0,53.0,443,123.0,53.0,1.0,1.0,3.0,32.0,48.0,127.0,not_mine,Does not have
330,TCP,UDP,,0.0,0.0,5.32375,3299.98,141.161,0.0,6217,173823,28,772,4804644,87,66,443,80.0,123.0,443,5355.0,80.0,1.0,1.0,3.0,32.0,44.0,101.75,not_mine,Does not have
2,TCP,,,280.34225,280.3425,280.34275,560.685,280.343,280.342,43,480,0,391,16842,2,2,3333,53058.0,,3333,53058.0,,21.25,21.5,21.75,4483.5,8421.0,12358.5,mine,Litecoin
2,TCP,,,273.00025,273.0005,273.00075,546.001,273.001,273.0,22,309,0,480,10579,2,2,3337,54082.0,,3337,54082.0,,11.0,11.0,11.0,2754.75,5289.5,7824.25,mine,Bitcash
4,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,4,55333,83,83,332,3,3,53,45630.0,55876.0,53,45630.0,55876.0,1.0,1.0,1.0,41.25,84.0,125.75,not_mine,Does not have
31,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,31,1400,2,77,2400,16,16,53,48759.0,39792.0,53,39792.0,54176.0,1.0,1.0,1.0,32.5,50.0,109.0,not_mine,Does not have
174,TCP,UDP,,0.0,7.0345,58.11575000000001,5348.5059999999985,104.632,0.0,5420,123872,18,851,4616479,46,38,443,80.0,33858.0,443,80.0,1900.0,1.0,2.5,4.0,32.0,80.5,216.0,not_mine,Does not have
8,TCP,,,7.08925,38.082,70.28325000000001,324.975,84.93700000000001,3.528,214,1391,1,137,29338,2,2,4444,58780.0,,4444,58780.0,,5.25,23.0,45.25,522.0,1876.5,4157.5,mine,Etherium
470,TCP,UDP,,0.0,7.2505000000000015,74.5485,17781.447,150.235,0.0,9973,190145,33,709,7075332,114,109,443,123.0,53.0,443,123.0,53.0,1.0,3.0,6.0,40.0,100.5,696.0,not_mine,Does not have
2,TCP,,,285.35925,285.3865,285.41374999999994,570.7729999999998,285.441,285.332,35,384,0,392,13733,2,2,3337,49875.0,,3337,49875.0,,17.25,17.5,17.75,3665.75,6866.5,10067.25,mine,Bitcash
62,TCP,UDP,,29.13125,58.2765,59.4695,2888.342,103.93299999999999,0.0,384,3971,3,161,61853,36,33,443,123.0,55548.0,443,1900.0,123.0,4.0,5.0,8.0,128.0,216.0,1132.25,not_mine,Does not have
51,TCP,UDP,,103.6875,119.281,120.57799999999999,5492.713999999999,193.707,0.0,304,851,1,72,22158,31,26,443,80.0,123.0,443,1900.0,80.0,4.0,6.0,7.0,140.0,160.0,224.0,not_mine,Does not have
24,TCP,,,3.76225,27.351999999999997,43.7845,614.4649999999998,63.169,0.0,402,1294,1,134,53914,2,2,56731,4444.0,,56731,4444.0,,2.0,15.5,27.25,348.75,1224.5,3464.75,mine,Etherium
2,TCP,,,280.347,280.347,280.347,560.694,280.347,280.347,45,414,0,322,14515,2,2,3333,56490.0,,3333,56490.0,,22.25,22.5,22.75,3911.75,7257.5,10603.25,mine,Litecoin
194,TCP,UDP,,0.0,11.5315,45.30799999999999,4563.465,118.833,0.0,622,3460,2,146,90844,57,46,443,80.0,40436.0,443,80.0,5355.0,1.0,2.0,4.0,32.0,52.0,111.0,not_mine,Does not have
6,TCP,,,30.81575,52.173,125.66275000000002,453.35300000000007,150.796,24.355,268,1277,1,136,36664,2,2,4444,58780.0,,4444,58780.0,,20.0,33.5,68.0,1863.75,3564.0,6900.75,mine,Etherium
4,TCP,,,241.50400000000002,241.916,242.32825000000003,967.665,242.329,241.50400000000002,79,472,0,362,28602,3,3,3332,52627.0,52617.0,3332,52617.0,52627.0,16.0,19.5,23.25,478.0,7112.0,13784.5,mine,Bitcoin
48,TCP,UDP,,26.171750000000007,28.2415,58.84025,2089.0660000000003,135.17600000000002,0.0,210,1026,1,87,18442,27,26,443,80.0,34356.0,443,80.0,1900.0,3.0,4.0,5.0,83.0,116.0,157.75,not_mine,Does not have
2,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,2,43200,50,108,216,2,2,57922,53.0,,57922,53.0,,1.0,1.0,1.0,70.5,108.0,145.5,not_mine,Does not have
4,TCP,,,116.6845,178.5395,240.38725,714.1289999999999,240.388,116.662,60,471,0,351,21064,3,3,3332,52706.0,52712.0,3332,52706.0,52712.0,12.25,14.0,16.75,433.0,4149.0,8982.0,mine,Bitcoin
11,TCP,UDP,,0.6185,2.0140000000000002,14.0295,121.82699999999998,60.434,0.0,48,825,0,129,6237,8,9,443,49844.0,60546.0,443,49844.0,60546.0,2.5,3.0,4.5,71.5,96.0,250.0,not_mine,Does not have
4,TCP,,,0.052750000000000005,32.518,64.98625,130.08399999999997,65.008,0.04,19,775,0,332,6312,3,3,3332,52179.0,52175.0,3332,52179.0,52175.0,3.0,4.0,5.75,136.0,836.0,2278.0,mine,Bitcoin
18,TCP,,,13.511,25.784000000000002,40.37925,601.382,75.919,10.491,365,1230,1,135,49286,2,2,56731,4444.0,,56731,4444.0,,9.25,17.0,23.75,779.0,1918.0,3846.25,mine,Etherium
243,TCP,UDP,,0.0,10.921,103.2895,11548.017,207.21400000000003,0.0,14527,357690,48,920,13366579,97,92,443,53.0,80.0,443,53.0,80.0,1.0,5.0,13.0,51.0,192.0,1709.0,not_mine,Does not have
14,TCP,,,17.11625,49.42,54.09675,563.7839999999999,67.975,0.0,374,1368,1,134,50116,2,2,4444,58780.0,,4444,58780.0,,10.25,31.0,36.75,1004.25,1511.0,7135.0,mine,Etherium
2,TCP,,,594.7002500000001,594.7005,594.70075,1189.401,594.701,594.7,701,1268,1,134,94338,2,2,58839,4444.0,,58839,4444.0,,340.75,350.5,360.25,31621.0,47169.0,62717.0,mine,Etherium
14,TCP,,,7.78575,9.9955,81.69625,608.388,128.395,2.068,350,1184,1,133,46687,2,2,4444,58780.0,,4444,58780.0,,4.25,7.0,41.25,396.5,1312.0,2954.5,mine,Etherium
4,TCP,,,200.26725,222.574,244.86225,890.222,244.863,200.21099999999998,70,548,0,436,30523,3,3,3332,51592.0,51586.0,3332,51592.0,51586.0,16.5,17.0,18.0,486.0,7264.0,14408.75,mine,Bitcoin
112,TCP,UDP,,0.0,81.207,108.648,7322.593000000001,140.009,0.0,386,1284,2,66,25483,54,56,443,123.0,80.0,443,123.0,80.0,1.0,4.0,4.25,48.0,128.0,160.0,not_mine,Does not have
57,TCP,UDP,,3.0039999999999996,172.6,234.15400000000002,7651.490000000002,295.931,0.0,6325,147701,21,867,5484488,35,30,443,80.0,123.0,443,80.0,1900.0,4.0,8.0,26.0,159.0,597.0,5529.0,not_mine,Does not have
52,TCP,UDP,,0.6,120.75299999999999,194.7435,5876.265999999999,287.568,0.0,460,2072,1,166,76580,37,19,443,80.0,123.0,1900,443.0,80.0,3.0,4.0,8.0,198.0,375.0,672.0,not_mine,Does not have
8,TCP,,,6.227,8.5435,12.2815,77.479,19.206,2.21,54,1367,1,133,7230,2,2,4444,58780.0,,4444,58780.0,,3.75,4.0,8.75,376.0,586.5,744.25,mine,Etherium
300,TCP,UDP,,0.0,0.0,6.46175,3077.367,69.0,0.0,5240,125589,17,876,4593611,55,45,123,443.0,80.0,123,443.0,80.0,1.0,1.0,2.0,32.0,48.0,96.0,not_mine,Does not have
14,TCP,,,9.789,22.0655,39.31925,572.181,167.65400000000002,3.5010000000000003,347,1291,1,136,47287,2,2,4444,58780.0,,4444,58780.0,,9.0,14.5,24.25,596.25,1428.0,3543.25,mine,Etherium
47,TCP,UDP,,3.0039999999999996,28.439,46.1955,1684.0220000000002,120.00299999999999,0.0,203,1085,1,99,20135,28,27,443,80.0,5353.0,443,80.0,1900.0,2.0,4.0,5.0,64.0,128.0,203.5,not_mine,Does not have
375,UDP,TCP,,0.0,0.0,1.291,1604.4059999999995,31.723000000000003,0.0,1996,57378,30,236,471281,194,192,53,443.0,8080.0,53,443.0,8080.0,1.0,1.0,10.0,41.0,103.0,1646.5,not_mine,Does not have
110,TCP,UDP,,19.10425,103.111,104.45475,8270.526,149.4,0.0,493,1778,2,75,37246,55,55,443,80.0,123.0,443,80.0,123.0,3.0,5.0,6.0,84.0,160.0,248.0,not_mine,Does not have
2,TCP,,,284.55,284.55,284.55,569.1,284.55,284.55,39,389,0,355,13848,2,2,3337,54082.0,,3337,54082.0,,19.25,19.5,19.75,3714.5,6924.0,10133.5,mine,Bitcash
33,TCP,UDP,,121.568,180.2,180.99200000000002,4592.415999999998,240.00900000000001,0.574,209,777,0,129,27022,20,18,443,80.0,58523.0,443,80.0,1900.0,4.0,5.0,6.0,120.0,160.0,312.0,not_mine,Does not have
375,UDP,TCP,,0.0,0.0,5.6965,1257.0120000000004,20.671,0.0,1989,77556,32,295,587232,190,190,53,443.0,53408.0,53,443.0,53408.0,1.0,1.0,10.0,43.0,125.0,1916.5,not_mine,Does not have
82,TCP,UDP,,0.0,0.0,10.3725,762.4819999999999,65.152,0.0,433,10755,3,348,150806,44,45,443,53.0,123.0,443,53.0,123.0,1.0,1.5,4.0,40.0,64.0,254.0,not_mine,Does not have
2,TCP,,,599.2280000000001,599.2280000000001,599.2280000000001,1198.4560000000001,599.2280000000001,599.2280000000001,688,1223,1,133,91630,2,2,4444,64790.0,,4444,64790.0,,335.0,344.0,353.0,31105.5,45815.0,60524.5,mine,Etherium
6,TCP,,,7.763,28.4125,111.2175,334.886,138.362,0.0,29,556,0,458,13310,2,2,3333,56490.0,,3333,56490.0,,2.25,3.0,8.25,121.5,640.5,2115.75,mine,Litecoin
61,TCP,UDP,,0.325,59.728,120.00399999999999,3796.340000000001,168.398,0.0,311,1144,1,78,24499,26,23,123,443.0,80.0,123,443.0,80.0,2.0,4.0,5.0,64.0,116.0,205.0,not_mine,Does not have
2,TCP,,,301.316,301.316,301.316,602.632,301.316,301.316,331,1188,1,135,44762,2,2,4444,58780.0,,4444,58780.0,,159.25,165.5,171.75,15415.0,22381.0,29347.0,mine,Etherium
2,TCP,,,243.498,243.498,243.498,486.996,243.498,243.498,27,365,0,412,11140,2,2,3337,54082.0,,3337,54082.0,,13.25,13.5,13.75,2977.5,5570.0,8162.5,mine,Bitcash
236,TCP,UDP,ICMP,0.0,3.093,45.20525000000001,5730.258999999999,147.305,0.0,5630,154636,23,818,4605931,68,64,443,80.0,123.0,443,80.0,123.0,1.0,2.0,3.0,39.75,64.0,96.0,not_mine,Does not have
4,TCP,,,39.76175,180.3065,320.851,721.2249999999998,320.851,39.760999999999996,439,1320,1,135,59572,2,2,4444,58780.0,,4444,58780.0,,21.25,105.0,193.5,3635.0,6748.0,18006.0,mine,Etherium
87,TCP,UDP,,0.0,0.017,25.845,1947.549,149.94899999999998,0.0,5243,123921,17,876,4597384,26,20,443,80.0,59080.0,443,80.0,1900.0,1.0,3.0,5.0,32.0,96.0,664.0,not_mine,Does not have
2,TCP,,,261.38025,261.3805,261.38075,522.761,261.381,261.38,35,472,0,441,15435,2,2,3337,54082.0,,3337,54082.0,,17.25,17.5,17.75,4091.25,7717.5,11343.75,mine,Bitcash
172,TCP,UDP,,0.0,0.0,6.166499999999999,1663.4379999999999,74.865,0.0,5274,191183,27,870,4590205,58,56,443,80.0,53.0,443,80.0,53.0,1.0,1.0,3.0,32.0,57.0,96.0,not_mine,Does not have
6,TCP,,,14.24575,71.289,91.20425,328.755,93.064,0.039,37,581,0,359,13317,3,3,3332,52682.0,52680.0,3332,52682.0,52680.0,3.5,6.0,8.5,142.0,159.0,4752.5,mine,Bitcoin
79,TCP,UDP,,0.0,0.0,0.0155,204.245,45.398999999999994,0.0,5526,626381,94,831,4595210,43,43,443,80.0,53.0,443,80.0,53.0,1.0,1.0,2.0,32.0,32.0,96.0,not_mine,Does not have
208,TCP,UDP,,0.0,0.040999999999999995,45.056000000000004,4219.31,91.324,0.0,6128,272809,39,866,5309889,72,72,443,53.0,80.0,443,53.0,80.0,1.0,2.0,4.0,32.0,64.0,128.0,not_mine,Does not have
265,TCP,UDP,,0.0,0.061,46.585,5738.505999999999,127.73100000000001,0.0,8381,255349,43,737,6179900,127,135,443,53.0,80.0,53,443.0,80.0,1.0,2.0,18.0,50.0,156.0,4482.0,not_mine,Does not have
2,TCP,,,530.9169999999999,530.9169999999999,530.9169999999999,1061.8339999999998,530.9169999999999,530.9169999999999,36,69,0,128,4612,2,2,51085,14444.0,,51085,14444.0,,18.0,18.0,18.0,1515.0,2306.0,3097.0,mine,Monero
2,TCP,,,534.289,534.289,534.289,1068.578,534.289,534.289,59,370,0,419,24776,2,2,59090,3337.0,,59090,3337.0,,29.25,29.5,29.75,6547.0,12388.0,18229.0,mine,Bitcash
2,TCP,,,562.899,563.091,563.283,1126.182,563.475,562.707,100,528,0,372,37210,2,2,3333,53058.0,,3333,53058.0,,48.5,50.0,51.5,10092.5,18605.0,27117.5,mine,Litecoin
12,TCP,,,6.22325,36.579,58.19225,565.141,145.108,2.8489999999999998,358,1321,1,134,48299,2,2,56731,4444.0,,56731,4444.0,,7.0,24.0,33.75,966.75,1519.0,4869.75,mine,Etherium
156,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,156,1810,2,76,11909,77,77,53,44171.0,36579.0,53,58874.0,36579.0,1.0,1.0,1.0,36.0,49.0,105.25,not_mine,Does not have
10,TCP,,,12.84025,52.5105,88.803,520.668,109.098,0.03,288,1142,1,133,38479,2,2,4444,58780.0,,4444,58780.0,,8.0,30.0,48.0,593.25,1989.0,5664.25,mine,Etherium
2,TCP,,,555.0419999999999,555.0419999999999,555.0419999999999,1110.0839999999998,555.0419999999999,555.0419999999999,28,53,0,132,3709,2,2,51085,14444.0,,51085,14444.0,,14.0,14.0,14.0,1152.25,1854.5,2556.75,mine,Monero
2,TCP,,,298.40525,298.4055,298.40575,596.8109999999998,298.406,298.405,36,433,0,449,16186,2,2,3337,49875.0,,3337,49875.0,,18.0,18.0,18.0,4226.5,8093.0,11959.5,mine,Bitcash
94,TCP,UDP,,0.5854999999999999,92.156,120.06200000000001,6378.272,194.924,0.0,367,1210,1,80,29680,54,32,443,123.0,80.0,1900,443.0,123.0,3.0,3.0,5.0,80.0,144.0,315.0,not_mine,Does not have
76,TCP,UDP,,3.003,166.803,232.52625,9892.349000000002,274.59,0.0,6832,154720,22,841,5745716,41,36,443,123.0,80.0,443,123.0,80.0,3.0,8.0,27.5,189.0,492.5,4565.0,not_mine,Does not have
52,TCP,UDP,,193.68875000000003,225.283,240.24375,10983.398000000001,287.754,0.264,5418,125156,18,863,4679428,29,28,443,80.0,41178.0,443,80.0,1900.0,6.0,7.5,24.0,192.0,312.0,3823.25,not_mine,Does not have
3,TCP,,,121.26,242.52,242.5205,485.041,242.521,0.0,40,474,0,359,14378,2,3,3332,52269.0,,3332,52268.0,52269.0,8.5,16.0,19.5,249.0,478.0,7179.0,mine,Bitcoin
108,TCP,UDP,,0.5507500000000001,119.034,168.76675,10489.287,271.807,0.0,804,1968,2,86,69922,61,39,443,80.0,55931.0,5355,443.0,80.0,2.0,6.0,7.0,57.0,140.0,262.0,not_mine,Does not have
136,TCP,UDP,,58.26675,59.6655,90.113,9157.433,140.15,0.0,646,2736,4,78,50735,63,61,443,123.0,80.0,443,123.0,80.0,3.0,4.0,5.0,96.0,128.0,216.0,not_mine,Does not have
346,TCP,UDP,,0.0,0.0,0.478,2003.134,67.947,0.0,6755,247940,39,781,5281940,93,89,443,53.0,80.0,443,53.0,80.0,1.0,1.0,6.0,32.0,32.0,544.5,not_mine,Does not have
2,TCP,,,322.9375,337.991,353.0445,675.982,368.098,307.884,26,213,0,377,9818,2,2,3337,49875.0,,3337,49875.0,,12.5,13.0,13.5,2647.0,4909.0,7171.0,mine,Bitcash
13,UDP,TCP,,0.0,0.0,0.0,3.264,3.003,0.0,16,108,0,43,692,9,9,53,123.0,44987.0,53,123.0,44987.0,1.0,1.0,1.0,37.0,48.0,55.0,not_mine,Does not have
2,TCP,,,259.05325,259.0535,259.05375,518.107,259.05400000000003,259.053,14,61,0,141,1981,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,565.25,990.5,1415.75,mine,Monero
35,TCP,,,4.787,18.612000000000002,24.4545,605.6670000000001,42.221000000000004,0.0,384,1263,1,133,51442,2,2,64790,4444.0,,4444,64790.0,,5.0,11.0,16.5,300.5,788.0,2398.0,mine,Etherium
13,TCP,UDP,,0.469,13.799000000000001,59.488,329.29,60.004,0.001,62,1242,0,161,10024,10,9,443,80.0,5353.0,443,80.0,1900.0,3.0,4.0,5.0,96.0,184.0,247.0,not_mine,Does not have
16,TCP,,,3.355,28.329,34.78,515.1980000000002,119.98299999999999,0.147,343,1322,1,133,45700,2,2,4444,64790.0,,4444,64790.0,,3.75,18.5,23.25,548.0,995.0,3934.75,mine,Etherium
2,TCP,,,245.247,245.247,245.247,490.494,245.247,245.247,45,533,0,363,16344,2,2,3332,52190.0,,3332,52190.0,,20.25,22.5,24.75,4345.0,8172.0,11999.0,mine,Bitcoin
2,TCP,,,564.216,564.229,564.242,1128.458,564.255,564.203,674,1284,1,134,90578,2,2,4444,58780.0,,4444,58780.0,,328.0,337.0,346.0,30337.5,45289.0,60240.5,mine,Etherium
20,TCP,,,9.274,21.556,29.66425,496.19,58.45,4.753,305,1250,1,134,41072,2,2,56731,4444.0,,56731,4444.0,,8.75,12.5,22.0,657.75,1385.5,2559.25,mine,Etherium
168,UDP,TCP,,0.0,0.0,0.0,8.914,3.6910000000000003,0.0,344,23631,6,447,153956,87,88,53,443.0,60989.0,53,443.0,60989.0,1.0,1.0,1.0,35.0,49.0,105.75,not_mine,Does not have
2,TCP,,,253.11625,253.1165,253.11675,506.233,253.11700000000002,253.11599999999999,36,499,0,438,15799,2,2,3333,56490.0,,3333,56490.0,,17.5,18.0,18.5,4245.75,7899.5,11553.25,mine,Litecoin
444,TCP,UDP,,0.0,0.0,44.878,5925.392000000002,61.06100000000001,0.0,9396,458374,74,771,7249477,152,145,443,53.0,80.0,443,53.0,80.0,1.0,1.0,11.25,32.0,63.0,1733.25,not_mine,Does not have
2,TCP,,,289.6445,289.645,289.6455,579.29,289.64599999999996,289.644,38,433,0,413,15695,2,2,3337,54082.0,,3337,54082.0,,19.0,19.0,19.0,4113.75,7847.5,11581.25,mine,Bitcash
495,TCP,UDP,,0.0,12.77,46.388000000000005,12722.566,104.902,0.0,7902,146388,26,686,5422682,110,94,443,80.0,5353.0,443,5355.0,80.0,1.0,2.0,5.0,40.0,64.0,216.0,not_mine,Does not have
86,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,86,6446,10,77,6704,44,44,53,56852.0,58116.0,53,56852.0,58116.0,1.0,1.0,1.0,36.0,45.0,108.5,not_mine,Does not have
2,TCP,,,583.46,583.46,583.46,1166.92,583.46,583.46,101,484,0,349,35317,2,2,3333,56490.0,,3333,56490.0,,49.25,50.5,51.75,9621.75,17658.5,25695.25,mine,Litecoin
2,TCP,,,228.783,228.783,228.783,457.566,228.783,228.783,23,357,0,444,10221,2,2,59090,3337.0,,59090,3337.0,,11.25,11.5,11.75,2727.75,5110.5,7493.25,mine,Bitcash
1208,TCP,UDP,,0.0,0.0,10.4645,13020.437,76.14,0.0,12259,317229,65,600,7367618,355,353,443,53.0,80.0,443,53.0,80.0,1.0,1.0,6.0,32.0,40.0,941.75,not_mine,Does not have
2,TCP,,,285.371,285.371,285.371,570.742,285.371,285.371,14,55,0,141,1981,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,565.25,990.5,1415.75,mine,Monero
2,TCP,,,243.19225,243.1935,243.19475,486.38699999999994,243.196,243.19099999999997,30,359,0,364,10923,2,2,3337,54082.0,,3337,54082.0,,15.0,15.0,15.0,2880.75,5461.5,8042.25,mine,Bitcash
120,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,120,3729,5,83,10074,61,61,53,52047.0,33856.0,53,52047.0,33856.0,1.0,1.0,1.0,37.0,49.5,115.5,not_mine,Does not have
2,TCP,,,289.68975,289.7115,289.73325,579.423,289.755,289.668,54,608,0,408,22042,2,2,3333,52003.0,,3333,52003.0,,26.5,27.0,27.5,5895.5,11021.0,16146.5,mine,Litecoin
2,TCP,,,547.5742499999999,547.5745,547.57475,1095.149,547.575,547.5740000000001,58,377,0,445,25812,2,2,3337,49875.0,,3337,49875.0,,29.0,29.0,29.0,6743.0,12906.0,19069.0,mine,Bitcash
124,TCP,UDP,,57.81399999999999,58.6725,90.11200000000001,7420.978,131.84799999999998,0.0,569,2277,4,67,38470,67,65,443,80.0,58428.0,443,80.0,1900.0,3.0,4.0,6.0,96.0,160.0,216.0,not_mine,Does not have
