Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type,Cryptocurrency
29,UDP,ICMP,,0.0,0.0,0.0,0.0,0.0,0.0,29,2321,4,67,1968,16,16,53,48504.0,59893.0,53,48504.0,57886.0,1.0,1.0,1.0,39.0,53.0,100.0,not_mine,Does not have
52,TCP,UDP,,0.0,0.001,8.23275,615.3919999999998,90.95100000000001,0.0,5090,308944,42,900,4584229,24,23,80,443.0,53.0,80,443.0,53.0,1.0,1.5,10.25,37.0,78.0,1628.5,not_mine,Does not have
2,TCP,,,272.407,272.432,272.45700000000005,544.864,272.482,272.382,32,323,0,344,11026,2,2,3337,54082.0,,3337,54082.0,,15.5,16.0,16.5,3031.5,5513.0,7994.5,mine,Bitcash
459,TCP,UDP,,0.0,0.0,19.999000000000002,7167.158,111.07799999999999,0.0,6506,131197,21,753,4899818,90,85,443,80.0,123.0,443,80.0,123.0,1.0,1.0,4.0,32.0,48.0,219.5,not_mine,Does not have
2,TCP,,,538.15,538.15,538.15,1076.3,538.15,538.15,624,1267,1,136,85264,2,2,4444,58780.0,,4444,58780.0,,305.5,312.0,318.5,28281.0,42632.0,56983.0,mine,Etherium
2,TCP,,,526.9045,526.905,526.9055,1053.81,526.906,526.904,24,51,0,142,3408,2,2,51085,14444.0,,51085,14444.0,,12.0,12.0,12.0,978.0,1704.0,2430.0,mine,Monero
2,TCP,,,372.85725,446.9325,521.00775,893.865,595.0830000000001,298.782,537,761,0,105,56646,2,2,4444,58780.0,,4444,58780.0,,216.75,268.5,320.25,22107.5,28323.0,34538.5,mine,Etherium
429,TCP,UDP,,0.0,0.0,0.325,2161.641,49.482,0.0,5986,306620,48,791,4736897,148,146,443,80.0,53.0,443,80.0,53.0,1.0,2.0,3.0,32.0,40.0,80.0,not_mine,Does not have
39,TCP,UDP,,0.3165,167.15400000000002,194.9335,4604.433000000001,240.22299999999998,0.0,5268,140543,20,871,4588732,25,21,443,80.0,53.0,443,80.0,1900.0,3.5,7.0,22.5,172.0,312.0,4805.5,not_mine,Does not have
42,TCP,UDP,,0.2025,3.0039999999999996,190.84599999999998,3813.828,240.24900000000002,0.0,5291,125467,17,871,4610770,25,23,443,80.0,5353.0,443,1900.0,80.0,2.0,11.0,22.75,81.25,981.5,6085.0,not_mine,Does not have
2,TCP,,,281.29525,281.2955,281.29575,562.591,281.296,281.295,30,391,0,459,13783,2,2,59090,3337.0,,59090,3337.0,,15.0,15.0,15.0,3595.75,6891.5,10187.25,mine,Bitcash
127,TCP,UDP,,0.0,4.928,45.255,2492.264000000001,73.612,0.0,5902,531068,80,829,4894658,67,67,443,53.0,80.0,443,53.0,80.0,1.0,5.0,17.0,40.0,316.0,2679.5,not_mine,Does not have
2,TCP,,,594.41775,594.4404999999998,594.46325,1188.881,594.486,594.395,718,1321,1,136,98216,2,2,4444,58780.0,,4444,58780.0,,350.0,359.0,368.0,32329.0,49108.0,65887.0,mine,Etherium
96,TCP,UDP,,0.0,1.4775,45.19975,1611.7779999999998,47.812,0.0,5135,302669,42,892,4580605,32,31,443,80.0,123.0,443,80.0,1900.0,1.0,2.0,2.0,32.0,64.0,64.0,not_mine,Does not have
20,TCP,,,13.37875,32.0375,35.833,514.985,42.63,0.0,323,1276,1,135,43710,2,2,56731,4444.0,,56731,4444.0,,10.75,18.5,21.0,777.25,1054.0,3832.0,mine,Etherium
2,TCP,,,457.80725,460.0115,462.21575,920.023,464.42,455.603,42,333,0,460,19354,2,2,59090,3337.0,,59090,3337.0,,20.5,21.0,21.5,5111.0,9677.0,14243.0,mine,Bitcash
28,TCP,UDP,,187.78525,194.12,232.237,5473.124999999999,240.55700000000002,3.003,5229,125930,17,878,4595071,17,16,443,80.0,36790.0,443,80.0,1900.0,8.0,11.5,30.75,312.0,1293.5,7454.25,not_mine,Does not have
247,TCP,UDP,ICMP6,0.0,12.854000000000001,51.69150000000001,7631.7620000000015,135.168,0.0,6035,129513,20,800,4833109,63,59,443,80.0,58954.0,443,80.0,1900.0,1.0,2.0,4.0,32.0,64.0,144.0,not_mine,Does not have
18,TCP,,,7.91575,29.005,32.58225,591.0889999999998,112.63600000000001,0.0,371,1273,1,136,50616,2,2,4444,55582.0,,55582,4444.0,,8.0,16.0,20.0,572.75,1144.0,3566.5,mine,Etherium
138,TCP,UDP,,46.09925000000001,59.0365,90.12575,8254.589,128.085,0.0,836,8918,5,185,155444,65,64,443,123.0,80.0,443,123.0,80.0,3.0,4.0,5.0,96.0,143.5,216.0,not_mine,Does not have
65,TCP,UDP,,0.0,0.0,103.961,2874.1799999999994,194.24900000000002,0.0,198,774,0,101,20181,28,25,123,443.0,80.0,123,443.0,80.0,1.0,1.0,4.0,48.0,48.0,160.0,not_mine,Does not have
63,TCP,UDP,,147.98250000000004,149.344,180.218,9212.974999999997,195.012,0.228,430,1158,2,72,31093,35,33,443,80.0,35606.0,443,80.0,1900.0,5.0,6.0,7.0,160.0,192.0,280.0,not_mine,Does not have
2,TCP,,,524.39825,524.3985,524.3987500000002,1048.797,524.399,524.398,42,208,0,325,13673,2,2,3337,54082.0,,3337,54082.0,,20.5,21.0,21.5,3742.25,6836.5,9930.75,mine,Bitcash
22,UDP,TCP,,0.0,0.0,2.401,71.205,19.956,0.0,46,347,0,58,2682,14,14,53,123.0,443.0,53,123.0,443.0,1.0,1.0,3.0,48.0,59.5,96.0,not_mine,Does not have
296,TCP,UDP,ICMP,0.0,0.4270000000000001,45.07625,5864.762,93.353,0.0,7290,250701,40,780,5687507,101,98,443,53.0,123.0,443,53.0,123.0,1.0,2.0,11.0,40.0,81.0,1552.25,not_mine,Does not have
2,TCP,,,592.77025,593.7555,594.7407499999998,1187.511,595.726,591.785,691,1247,1,134,92898,2,2,56731,4444.0,,56731,4444.0,,334.25,345.5,356.75,31793.5,46449.0,61104.5,mine,Etherium
2,TCP,,,242.513,242.513,242.513,485.026,242.513,242.513,35,461,0,399,13996,2,2,3332,56089.0,,3332,56089.0,,17.25,17.5,17.75,3757.0,6998.0,10239.0,mine,Bitcoin
125,TCP,UDP,,0.0,0.0,3.003,1151.146,60.003,0.0,5235,206619,29,876,4588200,30,27,443,123.0,80.0,443,123.0,80.0,1.0,1.0,2.0,32.0,48.0,64.0,not_mine,Does not have
2,TCP,,,324.1629999999999,324.222,324.281,648.444,324.34,324.10400000000004,373,1277,1,138,51795,2,2,4444,58780.0,,4444,58780.0,,184.75,186.5,188.25,16892.25,25897.5,34902.75,mine,Etherium
2,TCP,,,598.0442499999998,598.0545,598.06475,1196.109,598.075,598.034,715,1296,1,135,96898,2,2,4444,55582.0,,55582,4444.0,,348.25,357.5,366.75,32210.5,48449.0,64687.5,mine,Etherium
45,TCP,UDP,,168.6,194.93400000000003,232.479,8306.532000000001,271.88,0.24,5581,129818,19,853,4764664,27,23,443,80.0,58114.0,443,80.0,1900.0,7.0,9.0,26.0,284.0,351.0,5638.0,not_mine,Does not have
199,TCP,UDP,,0.0,0.0,1.8955,2164.005,101.074,0.0,6580,371888,58,796,5238982,82,81,443,53.0,80.0,443,53.0,80.0,1.0,1.0,11.0,32.0,64.0,1567.0,not_mine,Does not have
22,TCP,,,6.0459999999999985,17.631,28.73625,514.265,83.86,0.0,357,1403,1,137,49034,2,2,4444,58780.0,,4444,58780.0,,5.25,12.0,20.75,562.75,830.5,2776.75,mine,Etherium
404,TCP,UDP,,0.0,0.0,6.06425,3099.0359999999996,49.653999999999996,0.0,4088,251340,51,612,2501909,203,207,443,53.0,80.0,443,53.0,80.0,1.0,1.0,9.0,35.0,85.5,1724.0,not_mine,Does not have
17,UDP,,,0.0,0.0,0.0,3.003,3.003,0.0,19,152,0,55,1055,10,10,53,53373.0,5353.0,53,53373.0,5353.0,1.0,1.0,1.0,47.0,49.0,79.0,not_mine,Does not have
20,TCP,,,1.21475,15.901,46.137,554.818,79.671,0.0,362,1358,1,137,49936,2,2,4444,58780.0,,4444,58780.0,,2.75,10.0,35.0,289.0,1202.0,2383.0,mine,Etherium
2,TCP,,,577.375,577.375,577.375,1154.75,577.375,577.375,58,374,0,466,27037,2,2,3337,54082.0,,3337,54082.0,,29.0,29.0,29.0,7049.25,13518.5,19987.75,mine,Bitcash
46,TCP,UDP,,4.87925,45.047,45.06049999999999,1343.66,91.68,0.0,5021,373325,51,910,4571002,26,27,443,80.0,53.0,443,80.0,53.0,2.0,2.0,14.0,64.0,64.0,1673.5,not_mine,Does not have
2,TCP,,,135.5075,135.761,136.0145,271.522,136.268,135.254,156,1209,1,132,20696,2,2,4444,64790.0,,4444,64790.0,,76.5,78.0,79.5,6888.5,10348.0,13807.5,mine,Etherium
140,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,140,11620,17,83,11696,71,71,53,40467.0,37391.0,53,40467.0,37391.0,1.0,1.0,1.0,37.0,53.5,113.0,not_mine,Does not have
2,TCP,,,261.78625,261.7865,261.78675,523.573,261.78700000000003,261.786,29,295,0,333,9657,2,2,3333,50348.0,,3333,50348.0,,13.75,14.5,15.25,2731.75,4828.5,6925.25,mine,Litecoin
2,TCP,,,538.433,538.433,538.433,1076.866,538.433,538.433,49,255,0,351,17230,2,2,3337,54082.0,,3337,54082.0,,24.25,24.5,24.75,4609.5,8615.0,12620.5,mine,Bitcash
16,UDP,TCP,,0.0,0.0,0.0,1.2819999999999998,0.604,0.0,27,244,0,59,1600,11,11,53,45218.0,41120.0,53,45218.0,41120.0,1.0,1.0,1.0,43.5,54.0,77.5,not_mine,Does not have
2,TCP,,,285.27,285.27,285.27,570.54,285.27,285.27,20,72,0,128,2577,2,2,51085,14444.0,,51085,14444.0,,10.0,10.0,10.0,829.25,1288.5,1747.75,mine,Monero
2,TCP,,,242.84825,242.8485,242.84875,485.69699999999995,242.84900000000002,242.84799999999998,40,473,0,359,14378,2,2,3332,52696.0,,3332,52696.0,,18.0,20.0,22.0,3833.5,7189.0,10544.5,mine,Bitcoin
2,TCP,,,524.656,524.658,524.6600000000002,1049.316,524.6619999999999,524.654,72,444,0,404,29123,2,2,3337,54082.0,,3337,54082.0,,36.0,36.0,36.0,7693.25,14561.5,21429.75,mine,Bitcash
16,UDP,TCP,,0.0,0.0,0.0,0.001,0.001,0.0,17,124,0,53,907,10,10,53,51365.0,443.0,53,51365.0,41648.0,1.0,1.0,1.0,43.5,50.0,72.5,not_mine,Does not have
274,TCP,UDP,,0.0,5.879,63.844,9270.445,144.17600000000002,0.0,10354,200684,34,724,7500541,66,64,443,80.0,59702.0,443,80.0,1900.0,1.0,3.0,10.0,32.0,96.0,1661.0,not_mine,Does not have
34,TCP,UDP,,3.0765,75.77600000000001,103.88975,2379.117,174.301,0.41100000000000003,353,5483,1,350,123586,21,19,443,80.0,5353.0,443,80.0,1900.0,3.0,5.0,6.0,96.0,188.0,573.0,not_mine,Does not have
350,TCP,UDP,,30.5545,240.193,270.69025,60141.56800000001,293.065,0.0,33512,663928,111,741,24849026,179,176,443,53.0,80.0,443,53.0,80.0,15.0,22.0,35.0,1909.5,4691.0,8934.75,not_mine,Does not have
240,TCP,UDP,,70.21675,103.071,135.168,23010.01,150.85,0.0,1045,2755,6,52,55032,121,118,443,123.0,80.0,443,123.0,80.0,3.0,4.0,5.0,96.0,128.0,188.0,not_mine,Does not have
2,TCP,,,533.396,533.396,533.396,1066.792,533.396,533.396,60,402,0,446,26818,2,2,59090,3337.0,,59090,3337.0,,30.0,30.0,30.0,7004.5,13409.0,19813.5,mine,Bitcash
298,TCP,UDP,,0.0,0.0,0.74,1814.355,60.208,0.0,6217,324432,51,787,4897108,98,92,443,80.0,53.0,443,80.0,53.0,1.0,2.0,3.0,20.0,40.0,96.0,not_mine,Does not have
274,TCP,UDP,,0.0,0.177,0.631,2553.081,135.171,0.0,6341,256917,42,760,4821194,143,140,443,53.0,80.0,443,53.0,80.0,1.0,4.0,13.0,52.5,263.5,4432.0,not_mine,Does not have
36,TCP,UDP,,12.780999999999999,13.591,14.53375,653.3340000000001,60.004,0.0,118,1278,1,104,12279,21,20,443,80.0,5353.0,443,80.0,5353.0,2.0,3.0,4.0,64.0,96.0,184.0,not_mine,Does not have
2,TCP,,,246.4925,246.493,246.4935,492.986,246.49400000000003,246.49200000000002,24,391,0,502,12060,2,2,59090,3337.0,,59090,3337.0,,12.0,12.0,12.0,3135.0,6030.0,8925.0,mine,Bitcash
85,TCP,UDP,,0.45899999999999996,58.93,90.11200000000001,4525.4209999999985,149.82299999999998,0.0,337,1061,2,61,20860,45,38,443,123.0,80.0,443,5355.0,123.0,3.0,3.0,5.0,84.0,96.0,205.0,not_mine,Does not have
59,TCP,UDP,,0.0,11.535,44.8185,1291.803,45.265,0.0,142,315,0,42,6066,33,33,443,53.0,46842.0,443,53.0,46842.0,2.0,3.0,3.0,95.0,96.0,96.0,not_mine,Does not have
340,UDP,TCP,,0.0,0.0,0.0,241.34500000000003,11.565999999999999,0.0,1172,37888,17,268,314743,169,175,53,443.0,36586.0,53,443.0,51794.0,1.0,1.0,1.0,38.0,77.5,265.5,not_mine,Does not have
30,TCP,,,5.247999999999998,9.981,26.12375,487.31299999999993,44.324,0.08800000000000001,320,1268,1,133,42687,2,2,4444,64790.0,,4444,64790.0,,4.0,6.5,16.0,318.25,785.0,1427.0,mine,Etherium
191,TCP,UDP,,0.0,0.0,9.138,2395.972,135.168,0.0,4722,180121,23,969,4579137,51,50,443,80.0,53.0,443,80.0,53.0,1.0,1.0,3.0,32.0,39.0,96.0,not_mine,Does not have
63,TCP,UDP,,0.0,0.001,10.1335,445.803,60.004,0.0,5099,428616,59,899,4584911,31,30,123,443.0,80.0,123,443.0,80.0,1.0,2.0,3.5,48.0,95.0,411.5,not_mine,Does not have
32,TCP,UDP,,7.05625,75.79650000000002,123.79425,2480.099,149.612,0.0,156,801,0,108,16963,22,15,443,80.0,5353.0,1900,443.0,80.0,3.75,4.0,5.25,120.0,160.0,346.0,not_mine,Does not have
2,TCP,,,524.86675,524.8795,524.89225,1049.759,524.905,524.854,642,1320,1,135,86672,2,2,4444,58780.0,,4444,58780.0,,316.0,321.0,326.0,28904.5,43336.0,57767.5,mine,Etherium
6,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,6,3766,9,49,298,4,4,53,43754.0,38335.0,53,43754.0,38335.0,1.0,1.0,1.0,37.5,46.0,54.5,not_mine,Does not have
2,TCP,,,288.587,288.587,288.587,577.174,288.587,288.587,59,441,0,269,15920,2,2,3333,56490.0,,3333,56490.0,,28.75,29.5,30.25,4449.0,7960.0,11471.0,mine,Litecoin
124,TCP,UDP,,0.0,0.0,45.056000000000004,2078.6620000000007,90.235,0.0,5357,212072,30,857,4593070,38,36,443,80.0,53.0,443,80.0,1900.0,1.0,1.5,3.0,32.0,64.0,96.0,not_mine,Does not have
2,TCP,,,535.7080000000001,535.7080000000001,535.7080000000001,1071.4160000000002,535.7080000000001,535.7080000000001,43,245,0,382,16462,2,2,3337,49875.0,,3337,49875.0,,21.25,21.5,21.75,4388.0,8231.0,12074.0,mine,Bitcash
12,TCP,,,26.789500000000004,36.8375,45.76075,466.75300000000004,90.023,0.08,271,1216,1,136,37098,2,2,4444,58780.0,,4444,58780.0,,13.75,19.0,25.5,824.0,1831.5,3763.25,mine,Etherium
2,TCP,,,549.311,549.311,549.311,1098.622,549.311,549.311,43,267,0,427,18367,2,2,59090,3337.0,,59090,3337.0,,21.25,21.5,21.75,4864.25,9183.5,13502.75,mine,Bitcash
42,TCP,UDP,,0.0,0.001,0.4794999999999999,25.005000000000006,5.004,0.0,108,2498,1,164,17717,17,27,443,53.0,123.0,443,53.0,123.0,1.0,2.0,2.75,48.0,95.0,96.0,not_mine,Does not have
2,TCP,,,298.732,298.732,298.732,597.464,298.732,298.732,336,1213,1,134,45337,2,2,4444,58780.0,,4444,58780.0,,162.5,168.0,173.5,15229.75,22668.5,30107.25,mine,Etherium
52,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,52,4744,7,83,4358,27,27,53,56652.0,53600.0,53,56652.0,53600.0,1.0,1.0,1.0,39.0,56.0,103.5,not_mine,Does not have
42,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,42,462,0,71,2986,22,22,53,39791.0,56598.0,53,39791.0,56598.0,1.0,1.0,1.0,34.0,49.0,105.5,not_mine,Does not have
2,TCP,,,244.563,244.563,244.563,489.126,244.563,244.563,40,483,0,369,14770,2,2,51511,3332.0,,51511,3332.0,,18.0,20.0,22.0,3930.5,7385.0,10839.5,mine,Bitcoin
333,TCP,UDP,,0.0,0.08800000000000001,46.19,8322.137999999999,103.09700000000001,0.0,7593,160923,25,779,5922188,69,65,443,80.0,123.0,443,80.0,123.0,1.0,2.0,5.0,32.0,64.0,400.0,not_mine,Does not have
2,TCP,,,560.65875,560.6595,560.6602499999998,1121.319,560.661,560.658,56,315,0,395,22138,2,2,59090,3337.0,,59090,3337.0,,27.5,28.0,28.5,5930.5,11069.0,16207.5,mine,Bitcash
2,TCP,,,245.91125,245.9115,245.91175,491.82300000000004,245.912,245.91099999999997,40,467,0,359,14387,2,2,3332,52383.0,,3332,52383.0,,18.0,20.0,22.0,3835.75,7193.5,10551.25,mine,Bitcoin
2,TCP,,,268.96025,268.9605,268.96075,537.9209999999999,268.961,268.96,50,448,0,301,15068,2,2,3333,56490.0,,3333,56490.0,,24.0,25.0,26.0,4249.0,7534.0,10819.0,mine,Litecoin
2,TCP,,,556.1822500000002,556.1825,556.1827499999998,1112.365,556.183,556.182,50,333,0,464,23219,2,2,3337,49875.0,,3337,49875.0,,25.0,25.0,25.0,6054.75,11609.5,17164.25,mine,Bitcash
2,TCP,,,289.915,289.915,289.915,579.83,289.915,289.915,44,580,0,478,21055,2,2,3333,50348.0,,3333,50348.0,,22.0,22.0,22.0,5483.75,10527.5,15571.25,mine,Litecoin
1013,TCP,UDP,,0.255,15.213,165.642,77551.473,298.105,0.0,22766,267268,76,439,9995742,506,499,443,53.0,80.0,443,53.0,80.0,6.0,11.0,18.0,256.0,2089.0,5242.0,not_mine,Does not have
26,TCP,,,3.799,8.0105,36.72125000000001,545.689,70.046,0.0,345,1270,1,134,46332,2,2,56731,4444.0,,56731,4444.0,,3.0,6.5,21.0,327.0,959.0,1920.5,mine,Etherium
2,TCP,,,336.14,336.256,336.372,672.512,336.48800000000006,336.024,401,1287,1,135,54152,2,2,4444,58780.0,,4444,58780.0,,192.25,200.5,208.75,18640.5,27076.0,35511.5,mine,Etherium
24,TCP,,,16.82925,20.6865,29.1165,733.0830000000001,90.708,4.063,431,1225,1,135,58433,2,2,4444,58780.0,,4444,58780.0,,10.75,12.5,16.0,592.0,1945.5,2882.5,mine,Etherium
2,TCP,,,578.25625,578.2565,578.2567499999999,1156.513,578.257,578.256,82,423,0,373,30599,2,2,3333,56490.0,,3333,56490.0,,39.5,41.0,42.5,8413.75,15299.5,22185.25,mine,Litecoin
124,TCP,UDP,,0.0,135.15449999999998,148.946,12067.307,295.857,0.0,884,3445,2,144,127985,51,47,443,123.0,80.0,443,123.0,80.0,1.0,5.0,7.0,48.0,160.0,280.0,not_mine,Does not have
131,TCP,UDP,,0.006500000000000001,3.0039999999999996,90.113,5189.812,225.28,0.0,4966,128056,17,923,4588011,54,31,443,80.0,123.0,443,1900.0,80.0,2.0,3.0,3.5,60.0,96.0,375.0,not_mine,Does not have
2,TCP,,,255.301,255.301,255.301,510.602,255.301,255.301,25,353,0,451,11294,2,2,3337,54082.0,,3337,54082.0,,12.25,12.5,12.75,3006.0,5647.0,8288.0,mine,Bitcash
201,TCP,UDP,ICMP6,0.0,0.23199999999999998,49.79,6692.491,149.66,0.0,5526,124435,18,834,4612230,58,59,443,80.0,123.0,443,80.0,123.0,1.0,2.0,5.0,32.0,96.0,179.0,not_mine,Does not have
2,TCP,,,124.33225,125.3105,126.28875,250.621,127.26700000000001,123.354,153,1316,1,136,20949,2,2,4444,58780.0,,4444,58780.0,,74.25,76.5,78.75,7069.25,10474.5,13879.75,mine,Etherium
2,TCP,,,595.9492499999999,595.9495,595.94975,1191.899,595.95,595.9490000000001,716,1289,1,134,96076,2,2,4444,58780.0,,4444,58780.0,,349.0,358.0,367.0,32402.5,48038.0,63673.5,mine,Etherium
2,TCP,,,271.19550000000004,271.197,271.1985,542.394,271.2,271.194,23,291,0,429,9879,2,2,3337,49875.0,,3337,49875.0,,11.25,11.5,11.75,2641.75,4939.5,7237.25,mine,Bitcash
2,TCP,,,293.24825,293.2485000000001,293.2487500000001,586.4970000000002,293.249,293.248,38,230,0,222,8439,2,2,3333,56490.0,,3333,56490.0,,18.0,19.0,20.0,2529.75,4219.5,5909.25,mine,Litecoin
14,UDP,TCP,,0.0,0.0,0.0,5.2410000000000005,3.0039999999999996,0.0,28,298,0,72,2018,10,10,53,123.0,39834.0,53,123.0,39834.0,1.0,1.0,1.0,41.75,50.5,78.5,not_mine,Does not have
18,TCP,UDP,,0.0,0.13,14.1805,262.58799999999997,58.25899999999999,0.0,52,728,0,114,5978,13,12,443,80.0,53029.0,443,80.0,1900.0,1.0,2.5,4.0,35.75,96.0,208.0,not_mine,Does not have
32,TCP,,,3.983,16.240499999999994,22.853250000000006,504.958,44.641000000000005,0.0,348,1214,1,130,45270,3,3,4444,56731.0,58839.0,4444,56731.0,58839.0,4.75,10.5,14.25,383.75,673.0,2266.0,mine,Etherium
76,UDP,TCP,,2.998,66.9985,199.99625,8317.565999999999,283.218,0.0,7323,181201,25,898,6582429,29,27,123,443.0,80.0,123,80.0,1900.0,2.0,4.0,8.75,96.0,192.0,705.0,not_mine,Does not have
2,TCP,,,544.122,544.122,544.122,1088.244,544.122,544.122,609,1224,1,136,83287,2,2,4444,58780.0,,4444,58780.0,,295.25,304.5,313.75,27582.75,41643.5,55704.25,mine,Etherium
2,TCP,,,280.64099999999996,280.66200000000003,280.683,561.3240000000002,280.704,280.62,50,641,0,450,22519,2,2,3333,52003.0,,3333,52003.0,,24.5,25.0,25.5,6047.25,11259.5,16471.75,mine,Litecoin
6,UDP,TCP,,0.0,0.0,0.43875,1.1829999999999998,0.598,0.0,17,1994,4,58,999,6,6,47670,5353.0,53.0,47670,5353.0,53.0,1.0,1.0,4.75,55.0,122.5,280.75,not_mine,Does not have
2,TCP,,,297.923,297.923,297.923,595.846,297.923,297.923,352,1287,1,136,47952,2,2,4444,58780.0,,4444,58780.0,,172.0,176.0,180.0,15830.5,23976.0,32121.5,mine,Etherium
337,TCP,UDP,,0.0,0.0,18.792,6152.414000000001,135.168,0.0,8654,214515,29,917,7937315,60,56,443,80.0,123.0,443,80.0,123.0,1.0,1.0,3.0,32.0,32.0,91.0,not_mine,Does not have
16,TCP,,,7.260999999999999,34.5755,54.83800000000001,550.0619999999999,72.378,2.119,327,1203,1,134,43916,2,2,56731,4444.0,,56731,4444.0,,4.75,18.0,32.75,748.25,1358.0,3244.5,mine,Etherium
2,TCP,,,581.51025,581.5105,581.5107499999998,1163.021,581.511,581.51,79,419,0,386,30522,2,2,3333,56490.0,,3333,56490.0,,38.75,39.5,40.25,8199.5,15261.0,22322.5,mine,Litecoin
82,TCP,UDP,,43.87075,104.398,135.168,8087.906999999998,288.115,0.0,585,2629,1,168,98365,45,44,443,80.0,52106.0,443,80.0,1900.0,4.0,5.0,6.0,128.0,160.0,248.0,not_mine,Does not have
68,TCP,UDP,,75.77574999999999,103.5995,104.53575,6293.370999999997,148.054,0.001,379,1008,1,68,26144,37,36,443,80.0,35606.0,443,80.0,1900.0,4.0,6.0,6.0,155.0,192.0,248.0,not_mine,Does not have
691,TCP,UDP,,0.0,1.131,45.3855,12402.245,82.609,0.0,12116,685719,139,615,7452319,319,318,443,53.0,48025.0,443,53.0,80.0,1.0,8.0,15.0,43.5,924.0,4500.5,not_mine,Does not have
6,TCP,,,55.003,72.3055,154.85724999999996,608.4369999999999,184.792,47.424,341,1171,1,133,45444,2,2,4444,64790.0,,4444,64790.0,,32.0,42.0,82.75,2612.0,5387.5,8501.25,mine,Etherium
30,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,30,10661,18,70,2127,16,16,53,35471.0,40472.0,53,35471.0,40472.0,1.0,1.0,1.0,36.25,47.5,95.0,not_mine,Does not have
10,TCP,,,7.3605,20.041,26.26275,465.151,179.97799999999998,0.0,261,1162,1,133,34880,2,2,4444,64790.0,,4444,64790.0,,4.0,10.5,13.75,352.0,704.5,2882.5,mine,Etherium
55,TCP,UDP,,0.0,0.0,0.2915,375.18300000000005,46.919,0.0,198,5982,3,202,40033,31,30,443,53.0,45586.0,443,1900.0,53.0,1.0,1.0,3.0,32.0,32.0,247.5,not_mine,Does not have
2,TCP,,,272.34525,272.3455,272.34575,544.691,272.346,272.345,14,58,0,141,1981,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,565.25,990.5,1415.75,mine,Monero
346,TCP,UDP,,0.0,0.0,28.918750000000006,5488.443,120.006,0.0,6239,129644,20,777,4848381,67,62,443,123.0,80.0,443,123.0,80.0,1.0,1.0,4.0,32.0,48.0,160.0,not_mine,Does not have
35,TCP,,,1.9115,7.045,11.078,393.30700000000013,79.92399999999999,0.0,276,1393,1,138,38356,2,2,58780,4444.0,,4444,58780.0,,2.5,4.0,9.5,153.5,487.0,1262.5,mine,Etherium
67,TCP,UDP,,14.22,45.056000000000004,46.9525,2475.446,92.11200000000001,0.002,210,884,1,57,12008,37,35,443,80.0,54646.0,443,80.0,1900.0,2.0,2.0,4.0,64.0,64.0,156.0,not_mine,Does not have
24,TCP,,,4.0310000000000015,13.66,45.9435,604.414,70.482,0.0,392,1294,1,136,53395,2,2,4444,58780.0,,4444,58780.0,,3.75,7.5,27.75,313.75,977.5,1918.5,mine,Etherium
127,TCP,UDP,,0.0,0.0,7.1665,1260.2839999999999,46.696000000000005,0.0,5183,183978,26,884,4583759,37,32,443,123.0,80.0,80,443.0,123.0,1.0,1.0,3.0,32.0,48.0,67.5,not_mine,Does not have
92,TCP,UDP,,46.6345,58.6645,90.1085,5429.853,122.63799999999999,0.0,392,2133,3,85,33347,50,49,443,80.0,38482.0,443,80.0,1900.0,3.0,4.0,5.0,96.0,128.0,216.0,not_mine,Does not have
2,TCP,,,257.48400000000004,257.485,257.486,514.97,257.487,257.483,35,418,0,384,13466,2,2,3333,53058.0,,3333,53058.0,,17.25,17.5,17.75,3599.0,6733.0,9867.0,mine,Litecoin
121,TCP,UDP,,137.72299999999998,180.22099999999998,226.94400000000002,20891.431,274.319,0.276,1184,6188,4,191,226966,64,62,443,80.0,54172.0,443,80.0,1900.0,5.0,6.0,9.0,160.0,192.0,351.0,not_mine,Does not have
134,TCP,UDP,,0.0,0.001,28.7445,2261.463,90.208,0.0,5284,273967,39,870,4597755,45,49,443,123.0,80.0,443,123.0,80.0,1.0,2.0,3.0,32.0,64.0,125.25,not_mine,Does not have
16,TCP,,,10.02175,28.34,77.33325,809.113,138.519,0.0,490,1312,1,136,67013,2,2,4444,58780.0,,4444,58780.0,,5.75,15.5,43.25,403.75,1582.0,3820.5,mine,Etherium
22,TCP,,,6.8615,14.267999999999999,24.4885,542.173,119.956,0.0,349,1343,1,137,47823,2,2,4444,58780.0,,4444,58780.0,,6.25,8.5,18.75,431.0,942.0,2608.5,mine,Etherium
16,UDP,TCP,,0.0,0.0,3.35425,56.666,14.954,0.0,32,335,0,46,1497,10,10,53,443.0,40832.0,53,443.0,40832.0,1.0,1.0,1.75,47.0,66.0,113.0,not_mine,Does not have
