filename,probability
Video2A_91.png,1.1082450859248638
Video2A_173.png,5.025038376516022e-05
Video1B_2.png,6.798077265557367e-05
Video2A_140.png,2.590327151119709
Video1B_64.png,0.20913691259920597
Video1B_193.png,6.0520292777255236e-06
Video2A_194.png,0.010423976345919073
Video1B_171.png,0.002024896639341023
Video2A_103.png,0.3668550867587328
Video1B_279.png,0.0057117878895951435
Video2A_160.png,0.13181548565626144
Video2B_114.png,1.9073294055260703e-06
Video1B_296.png,22.490757703781128
Video1B_22.png,0.9646408259868622
Video2A_138.png,1.869222501227341e-05
Video2B_116.png,0.005492236232385039
Video3A_22.png,0.0006080282673792681
Video2A_280.png,2.8329137712717056
Video1B_84.png,0.0001244246618625766
Video1B_61.png,0.5069626495242119
Video2A_55.png,0.05817455239593983
Video3A_35.png,0.00041631933527241927
Video1B_3.png,8.298471243506356e-06
Video2A_202.png,0.0024190872863982804
Video2A_288.png,0.26629341300576925
Video1B_12.png,8.267556875944138
Video1B_62.png,0.6649813149124384
Video1B_231.png,5.541845666812151e-05
Video1B_224.png,0.0006366413344949251
Video3A_41.png,0.021382799604907632
Video1B_186.png,48.94225895404816
Video3A_0.png,0.143061566632241
Video1B_74.png,3.507353483200859e-05
Video2B_234.png,0.00032039831694419263
Video2A_180.png,0.012635585153475404
Video3B_9.png,8.296584752542913e-07
Video1B_275.png,75.5824625492096
Video2A_95.png,0.00012926781209898763
Video1B_247.png,6.0996188722128863e-05
Video2A_134.png,0.16535776667296886
Video1B_140.png,0.00012894890915049473
Video2B_21.png,4.785126179740473e-05
Video2A_125.png,0.2625165041536093
Video2B_183.png,0.002280058470205404
Video2A_0.png,0.2481368836015463
Video2A_71.png,0.002211172613897361
Video1B_242.png,5.159671977162361
Video1B_158.png,0.0023224169126478955
Video2B_141.png,9.875164685979598e-07
Video2B_98.png,5.072686803941906e-06
Video2A_24.png,12.918594479560852
Video2A_110.png,0.002350868089706637
Video1B_217.png,0.030569612863473594
Video1B_115.png,0.0014006796845933422
Video2A_16.png,13.42473179101944
Video1B_300.png,80.83502650260925
Video3B_34.png,77.38774418830872
Video2A_207.png,0.03848886117339134
Video1B_68.png,0.001335704200755572
Video3A_15.png,0.0070816931838635355
Video2B_147.png,0.0005594204139924841
Video2B_3.png,3.620847399687932e-07
Video2A_144.png,0.011796047328971326
Video2A_50.png,0.01597509835846722
Video3B_13.png,0.0022210060706129298
Video1B_44.png,14.60118442773819
Video2A_277.png,0.0005164975846128073
Video1B_201.png,0.00021454229681694414
Video2A_263.png,0.3479940118268132
Video2B_144.png,1.6710595573954379e-06
Video2B_85.png,0.04109094734303653
Video2A_268.png,0.006459472933784127
Video1B_163.png,8.966825902462006
Video3B_11.png,6.541707762153237e-05
Video2B_38.png,2.9463060879919567e-07
Video3B_23.png,9.71143663264229e-05
Video1B_198.png,79.51160669326782
Video2A_257.png,0.0031990657589631155
Video2A_214.png,2.008148655295372
Video1B_162.png,0.00019673170754685998
Video2B_58.png,7.332862913608551
Video2A_149.png,1.801464706659317
Video3B_35.png,0.005603749741567299
Video2B_146.png,0.00026350110147177475
Video2B_20.png,0.014540806296281517
Video2A_198.png,0.05503062275238335
Video2B_135.png,0.027546711498871446
Video2A_111.png,0.002028925337071996
Video1B_137.png,0.0017528183889226057
Video1B_40.png,8.906050771474838
Video1B_1.png,0.00020136806142545538
Video2A_230.png,0.0024944860342657194
Video2B_230.png,7.556781156381476e-06
Video2B_211.png,4.828698862979763e-06
Video2A_231.png,0.000667629501549527
Video2A_154.png,0.09332163608632982
Video1B_246.png,0.00378491313313134
Video1B_282.png,4.97515543429472e-05
Video3B_31.png,29.75762188434601
Video2A_93.png,0.3744102083146572
Video2A_256.png,1.350336242467165
Video3B_51.png,0.00023499594590248307
Video2B_106.png,0.03156330203637481
Video1B_232.png,2.008567936718464
Video2A_254.png,0.0005241221060714452
Video2B_100.png,2.7682593994882154e-06
Video2B_123.png,0.0009913552275975235
Video1B_107.png,2.4079656668618554e-05
Video2A_227.png,0.007096795161487535
Video2B_173.png,2.0693407520866458e-05
Video2A_13.png,0.44687893241643906
Video2B_76.png,14.055520296096802
Video3B_28.png,0.19952976144850254
Video2A_201.png,0.5530198104679585
Video2A_269.png,1.9807002260563422e-06
Video1B_271.png,6.69156634103274e-05
Video2B_208.png,2.92867579076983e-06
Video3A_50.png,0.012579167378135026
Video1B_54.png,0.0028888893211842515
Video1B_93.png,0.005494561992236413
Video1B_223.png,0.0004760287993121892
Video1B_286.png,3.5043176263570786
Video1B_268.png,0.009042891906574368
Video2A_126.png,0.0005083087216917193
Video1B_133.png,2.191114703009589e-05
Video1B_164.png,0.0023172224246081896
Video1B_82.png,0.12247972190380096
Video2B_184.png,9.454636540340289e-06
Video2B_34.png,0.0002864087036869023
Video2B_176.png,0.00017084937553590862
Video2A_255.png,0.004266711403033696
Video1B_38.png,18.473918735980988
Video1B_17.png,0.08687677909620106
Video2A_163.png,0.08826811681501567
Video1B_53.png,0.0003959109562856611
Video2A_235.png,1.1548127076821402e-05
Video1B_58.png,0.00012175837582617532
Video3A_23.png,0.001552461071696598
Video2A_229.png,0.07302919984795153
Video2A_179.png,0.008723172504687682
Video1B_37.png,1.4557397924363613
Video2A_61.png,0.0008202734534279443
Video2A_36.png,0.00013403617913354537
Video2A_170.png,0.015070989320520312
Video2B_232.png,9.558111635499245e-07
Video3B_52.png,4.971385010321683e-05
Video2A_35.png,0.019018995226360857
Video1B_230.png,0.00013261934554975596
Video2B_16.png,4.968995526155595e-06
Video2A_210.png,0.0009194022823066916
Video2A_158.png,1.1269636956967588e-05
Video1B_145.png,78.71198654174805
Video1B_143.png,0.0003225471118639689
Video1B_263.png,0.13704670127481222
Video2B_88.png,0.0003088578068854986
Video2A_104.png,0.05374643951654434
Video2A_64.png,0.006610809941776097
Video1B_92.png,0.28799138963222504
Video2B_105.png,1.0687465135106322e-05
Video2B_36.png,8.868065037859196e-06
Video2B_43.png,1.2458283293881323e-06
Video2A_148.png,0.6703154649585485
Video2A_233.png,0.005039678944740444
Video2B_131.png,0.037267449079081416
Video2B_207.png,0.0008824598808132578
Video1B_187.png,11.320830881595612
Video2B_4.png,0.0002503539690223988
Video2A_296.png,0.23335167206823826
Video1B_210.png,5.2611589431762695
Video1B_278.png,15.986093878746033
Video1B_113.png,0.015965475176926702
Video2A_223.png,0.03260986122768372
Video2A_183.png,0.011165808246005327
Video2B_99.png,5.231053368248695e-07
Video1B_280.png,0.13074022717773914
Video3B_22.png,4.958346858620644
Video2B_215.png,2.242994270318377e-05
Video2A_107.png,0.010544615361141041
Video2A_164.png,0.4042052663862705
Video1B_91.png,0.003985935472883284
Video1B_203.png,0.0013662945093528833
Video2A_190.png,0.06224612006917596
Video1B_290.png,0.00011284009815426543
Video2B_227.png,1.0871375910937786
Video2A_48.png,0.003943077535950579
Video2A_34.png,0.000547284025742556
Video1B_257.png,9.344563633203506
Video1B_85.png,36.65020167827606
Video2A_52.png,0.00887438072822988
Video2B_9.png,5.265371214591141e-05
Video1B_255.png,0.7244372740387917
Video1B_200.png,0.00018872866576202796
Video2B_219.png,0.00019838362277369015
Video3A_4.png,0.00025876158815663075
Video2A_2.png,0.0017867103451862931
Video2A_15.png,0.9757873602211475
Video2A_225.png,5.421445621323073e-05
Video2A_275.png,0.00894436234375462
Video3B_17.png,0.00016870164927240694
Video3B_43.png,0.09908684296533465
Video1B_59.png,31.6525399684906
